INCIDENT_DATE,TIME_OF_DAY,AIRPORT,STATE,OPERATOR,AIRCRAFT,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,PHASE_OF_FLIGHT,HEIGHT,SPEED,SKY,DAMAGE_LEVEL,PARTS_STRUCK,PARTS_DAMAGED,ENGINE_INGESTION,SPECIES,SIZE,NUM_STRUCK
2022-08-09,Day,UNKNOWN,,BUSINESS,C-172,airplane,"2,250 kg or less",reciprocating engine,1.0,En Route,1000.0,95.0,No Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
1997-11-01,,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,TX,CONTINENTAL AIRLINES,DC-10-30,airplane,"27,001-272,000 kg",turbofan,3.0,Climb,3000.0,,,Substantial,3,1,No,Canada goose,Large,1
2003-05-21,Day,MIAMI INTL,FL,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,1300.0,160.0,No Cloud,Minor,2,1,No,Turkey vulture,Large,1
2018-10-10,Dusk,SEATTLE-TACOMA INTL,WA,UNITED AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,,Some Cloud,Undetermined,1,1,No,Western meadowlark,Small,1
1993-09-07,Day,NASHVILLE INTL,TN,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,1500.0,210.0,Some Cloud,Undetermined,1,1,No,Unknown bird - large,Large,1
1994-02-25,Day,PORTLAND INTL (OR),OR,DELTA AIR LINES,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,Approach,2250.0,170.0,Overcast,Minor,1,1,No,Unknown bird - large,Large,2-10
2001-01-05,Night,UNKNOWN,,MIDWEST AIRLINES,DC-9-30,airplane,"27,001-272,000 kg",turbofan,2.0,,,,No Cloud,Minor,1,1,No,Unknown bird - small,Small,1
2000-11-11,,SALT LAKE CITY INTL,UT,DELTA AIR LINES,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,Approach,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2011-07-05,Day,ATLANTIC CITY INTL,NJ,SPIRIT AIRLINES,A-319,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,,No Cloud,Minor,1,1,No,Laughing gull,Small,1
2000-11-19,Night,MEMPHIS INTL,TN,FEDEX EXPRESS,B-727-100,airplane,"27,001-272,000 kg",turbofan,3.0,Approach,4000.0,200.0,No Cloud,Minor,2,1,No,Unknown bird - small,Small,1
2016-08-17,Night,NANTUCKET MEMORIAL,MA,BUSINESS,DASSAULT-50 FALCON,airplane,"5,701-27,000 kg",turbofan,3.0,Climb,,,Some Cloud,Undetermined,1,1,No,American barn owl,Medium,1
2022-08-10,,MEMPHIS INTL,TN,FEDEX EXPRESS,MD-11,airplane,"27,001-272,000 kg",turbofan,3.0,Approach,2000.0,180.0,Some Cloud,Undetermined,1,1,No,New World vultures,Large,1
2012-08-23,Night,EAST TEXAS REGIONAL ARPT,TX,BUSINESS,C-510 MUSTANG,airplane,"2,251-5,700 kg",turbofan,2.0,Approach,1300.0,120.0,No Cloud,Undetermined,1,1,No,Unknown bird,,1
1991-10-10,,KANSAS CITY INTL,MO,SOUTHWEST AIRLINES,B-737-500,airplane,"27,001-272,000 kg",turbofan,2.0,Descent,,,,Substantial,1,1,No,Unknown bird - medium,Medium,1
1996-07-20,Day,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,SOUTHWEST AIRLINES,B-737-500,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,100.0,No Cloud,Substantial,1,1,No,Sparrows,Small,2-10
2000-04-30,Dawn,TED STEVENS ANCHORAGE INTL,AK,ATLAS AIR,B-747-1/200,airplane,"above 272,000 kg",turbofan,4.0,Approach,,,Overcast,Substantial,2,1,No,Northern harrier,Medium,1
2022-08-10,,UNKNOWN,,DELTA AIR LINES,A-330,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,No,Ring-billed gull,Medium,1
2022-08-10,Day,AUSTIN-BERGSTROM INTL,TX,DELTA AIR LINES,A-321,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,6000.0,250.0,No Cloud,Undetermined,1,1,No,Unknown bird,,1
2003-07-08,Day,UNKNOWN,,BUSINESS,C-172,airplane,"2,250 kg or less",reciprocating engine,1.0,En Route,800.0,110.0,Some Cloud,Destroyed,1,6,No,Unknown bird - large,Large,1
2013-02-13,Day,UNKNOWN,,BUSINESS,EXPERIMENTAL,,"2,250 kg or less",,,En Route,,,,Destroyed,0,9,No,Turkey vulture,Large,1
2008-03-04,Day,WILEY POST ARPT,OK,BUSINESS,C-500,airplane,"2,251-5,700 kg",turbofan,2.0,Climb,1900.0,,No Cloud,Destroyed,1,10,No,American white pelican,Large,2-10
2022-02-02,Night,ODELL-WILLIAMSON MUNICIPAL ARPT,NC,PRIVATELY OWNED,C-172,airplane,"2,250 kg or less",reciprocating engine,1.0,Take-off Run,0.0,,,Undetermined,2,1,No,White-tailed deer,Large,1
2021-09-23,Day,ORLANDO INTL,FL,VOLARIS,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,,,Some Cloud,Minor,1,1,No,Turkey vulture,Large,1
1991-11-22,Night,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,DELTA AIR LINES,B-727,airplane,"27,001-272,000 kg",turbofan,3.0,Climb,6000.0,250.0,Overcast,Minor,2,2,No,Unknown bird - large,Large,1
2002-11-24,Day,PHILADELPHIA INTL,PA,1US AIRWAYS,B-757-200,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,250.0,160.0,No Cloud,Minor,1,1,No,Geese,Large,1
2000-04-01,Day,DALLAS LOVE FIELD ARPT,TX,SOUTHWEST AIRLINES,B-737-500,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,100.0,175.0,Overcast,Undetermined,1,1,No,Grackles,Small,2-10
2002-06-09,Day,NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,SOUTHWEST AIRLINES,B-737-500,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,10.0,130.0,No Cloud,Substantial,1,1,No,Hawks,Medium,1
2016-09-21,Day,NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,ALASKA AIRLINES,B-737-800,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,100.0,,Some Cloud,Minor,1,1,No,Dark-eyed junco,Small,1
1990-07-11,Day,SALT LAKE CITY INTL,UT,DELTA AIR LINES,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,Descent,13400.0,350.0,No Cloud,Minor,1,1,No,Unknown bird - large,Large,1
1993-06-24,Night,NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,100.0,No Cloud,Minor,2,1,No,Owls,Medium,1
2015-10-13,Night,UNKNOWN,,BUSINESS,EC135,helicopter,"2,251-5,700 kg",turboshaft,2.0,En Route,900.0,125.0,No Cloud,Substantial,1,1,No,Unknown bird - medium,Medium,1
1995-11-18,Day,WILLIAM P HOBBY ARPT,TX,SOUTHWEST AIRLINES,B-737-500,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,100.0,Some Cloud,Substantial,1,1,No,Unknown bird - small,Small,2-10
2021-01-01,Day,EPPLEY AIRFIELD,NE,EXECUTIVE JET MGMNT,C-560,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,1000.0,125.0,No Cloud,Undetermined,1,1,No,Snow goose,Large,1
2016-06-06,,UNKNOWN,,BUSINESS,CL-600,airplane,"5,701-27,000 kg",turbofan,2.0,Climb,500.0,,No Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
2017-04-09,Day,DALLAS LOVE FIELD ARPT,TX,VIRGIN AMERICA,A-319,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,4000.0,250.0,No Cloud,Undetermined,2,2,No,Broad-winged hawk,Medium,1
2016-01-28,Night,DANIEL K. INOUYE INTERNATIONAL AIRPORT,HI,ALASKA AIRLINES,B-737-800,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,,,Some Cloud,Minor,1,1,No,Unknown bird,,1
2000-06-18,Day,PENSACOLA INTL ARPT,FL,DELTA AIR LINES,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,Climb,1000.0,180.0,No Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
2016-09-10,Night,GARY/CHICAGO INTL ARPT,IN,BOEING COMMERCIAL AIRPLANE GRP,CL-600,airplane,"5,701-27,000 kg",turbofan,2.0,Take-off Run,0.0,75.0,No Cloud,Undetermined,1,1,No,Canada goose,Large,1
2016-10-20,Dawn,JOHN F KENNEDY INTL,NY,FEDEX EXPRESS,DC-10-10,airplane,"27,001-272,000 kg",turbofan,3.0,Approach,100.0,150.0,Some Cloud,Undetermined,1,1,No,Herring gull,Medium,1
2006-10-19,Night,THE EASTERN IOWA ARPT,IA,BUSINESS,CITATION II,airplane,"5,701-27,000 kg",turbofan,2.0,,7000.0,250.0,No Cloud,Undetermined,2,2,No,Unknown bird - medium,Medium,1
1997-03-22,Night,UNKNOWN,,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,,,,No Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
2001-09-28,,MINOT INTL AIRPORT,ND,PRIVATELY OWNED,MOONEY-20B/C,airplane,"2,250 kg or less",reciprocating engine,1.0,Landing Roll,0.0,,No Cloud,Substantial,3,3,No,White-tailed deer,Large,1
2002-11-30,Night,JOHNSON COUNTY EXECUTIVE ARPT,KS,PRIVATELY OWNED,BE-58 BARON,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Approach,3000.0,170.0,No Cloud,Minor,1,1,No,Canada goose,Large,1
1998-06-05,Dawn,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,1US AIRWAYS,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,,No Cloud,Substantial,1,1,No,Rock pigeon,Small,1
1998-08-29,Day,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,5400.0,250.0,No Cloud,Minor,2,1,No,Unknown bird - small,Small,1
2003-05-17,Day,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN AIRLINES,MD-83,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,150.0,Overcast,Minor,2,1,No,Unknown bird - small,Small,1
2002-11-16,Day,LA GUARDIA ARPT,NY,AMERICAN AIRLINES,MD-83,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,1500.0,210.0,Overcast,Minor,2,2,No,Unknown bird - large,Large,1
2002-05-26,,DETROIT METRO WAYNE COUNTY ARPT,MI,AMERICAN AIRLINES,MD-83,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,1500.0,,,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2000-10-24,,UNKNOWN,,AMERICAN AIRLINES,MD-83,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Substantial,1,1,No,Red-tailed hawk,Medium,1
2007-05-19,,UNKNOWN,,FEDEX EXPRESS,DC-10-10,airplane,"27,001-272,000 kg",turbofan,3.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2018-03-02,Day,CHICAGO MIDWAY INTL ARPT,IL,FLEXJET,CL-350,airplane,"5,701-27,000 kg",turbofan,2.0,Climb,1700.0,170.0,Some Cloud,Undetermined,1,1,No,Red-tailed hawk,Medium,1
2003-03-14,Night,PAGO PAGO INTL,AS,HAWAIIAN AIR,B-767-300,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,,Overcast,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2015-05-19,Day,HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,DELTA AIR LINES,B-757-300,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,,Some Cloud,Substantial,1,1,No,American barn owl,Medium,1
2001-03-22,Day,PORTLAND INTL (OR),OR,SKYWEST AIRLINES,EMB-120,airplane,"5,701-27,000 kg",turboprop,2.0,Approach,,,No Cloud,Minor,3,1,No,American robin,Small,1
1997-01-03,Night,SACRAMENTO INTL,CA,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,800.0,,No Cloud,Substantial,3,1,No,Mallard,Medium,2-10
2011-04-17,Night,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN AIRLINES,MD-82,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,3400.0,250.0,No Cloud,Minor,1,1,No,Unknown bird - small,Small,1
2018-04-02,,CHICAGO O'HARE INTL ARPT,IL,AMERICAN AIRLINES,A-321,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,,Overcast,Undetermined,1,1,No,Red-tailed hawk,Medium,1
2022-08-14,,UNKNOWN,,DELTA AIR LINES,CRJ900,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,No,Upland sandpiper,Small,1
2008-07-12,Day,ORLANDO SANFORD INTL ARPT,FL,PRIVATELY OWNED,AA-5,airplane,"2,250 kg or less",reciprocating engine,1.0,Approach,400.0,60.0,No Cloud,Minor,1,1,No,Unknown bird - large,Large,1
2018-03-31,Day,NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,HAWAIIAN AIR,B-767-300,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,100.0,Some Cloud,Undetermined,1,1,No,Red-tailed hawk,Medium,1
2018-04-27,,UNKNOWN,,HAWAIIAN AIR,B-767-300,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,No,Red-winged blackbird,Small,1
2018-04-13,Day,ORLANDO INTL,FL,DELTA AIR LINES,B-757-300,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,4000.0,,,Undetermined,1,1,No,Black vulture,Large,1
2021-05-07,Night,GROTON-NEW LONDON AR,CT,BUSINESS,C-680 SOVEREIGN,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,75.0,80.0,No Cloud,Undetermined,1,1,No,Turkey vulture,Large,1
2006-03-02,Day,SAN ANTONIO INTL,TX,AMERICAN AIRLINES,MD-83,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,1250.0,160.0,No Cloud,Minor,1,1,No,New World vultures,Large,1
2009-04-19,Day,CHICAGO O'HARE INTL ARPT,IL,AMERICAN AIRLINES,MD-83,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,90.0,Overcast,Undetermined,1,1,No,Herring gull,Medium,1
1990-02-27,,BOB HOPE ARPT,CA,1US AIRWAYS,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2010-04-14,Night,GRAND FORKS INTL,ND,BUSINESS,PA-44 SEMINOLE,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Climb,200.0,70.0,No Cloud,Minor,2,1,No,Gulls,Medium,1
1998-12-14,,UNKNOWN,,AMERICAN AIRLINES,MD-83,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Substantial,1,1,No,Unknown bird - medium,Medium,1
2008-04-02,Day,DANIEL K. INOUYE INTERNATIONAL AIRPORT,HI,NORTHWEST AIRLINES,B-757-300,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,,Some Cloud,Undetermined,1,1,No,American barn owl,Medium,1
2006-07-27,Day,GROSSE ILE MUNICIPAL ARPT,MI,BUSINESS,CITATION II,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,10.0,100.0,Overcast,Undetermined,2,2,No,Canada goose,Large,2-10
1994-04-12,Day,NAPLES MUNICIPAL,FL,PRIVATELY OWNED,C-650,airplane,"5,701-27,000 kg",turbofan,2.0,Take-off Run,0.0,,Some Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1995-02-17,,HEATHROW - LONDON,FN,UNITED AIRLINES,B-767-200,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,135.0,,Substantial,1,1,No,Unknown bird - medium,Medium,1
2016-09-18,Night,PORTLAND INTL (OR),OR,SPIRIT AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,4549.0,254.0,Overcast,Undetermined,2,2,No,Northern shoveler,Medium,2-10
2021-03-30,Day,ATLANTIC CITY INTL,NJ,SPIRIT AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,3000.0,,Some Cloud,Undetermined,1,1,No,Double-crested cormorant,Large,1
2016-12-16,,NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,SOUTHWEST AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,500.0,,Some Cloud,Undetermined,2,2,No,Red-tailed hawk,Medium,1
2016-04-12,Day,METRO OAKLAND INTL,CA,SOUTHWEST AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,120.0,Overcast,Minor,1,1,No,Western sandpiper,Small,11-100
2015-11-07,Day,SPOKANE INTERNATIONAL,WA,SKYWEST AIRLINES,CRJ700,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,,Overcast,Substantial,3,1,No,Gray partridge,Small,2-10
2014-07-28,Day,EXECUTIVE ARPT,FL,BUSINESS,CITATION EXL,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,1600.0,,Some Cloud,Substantial,1,1,No,Turkey vulture,Large,1
2003-12-24,,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,NORTHWEST AIRLINES,DC-9-30,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,1200.0,150.0,,Minor,1,1,No,Unknown bird - medium,Medium,1
2001-03-03,,PHOENIX SKY HARBOR INTL ARPT,AZ,SOUTHWEST AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,,,,Undetermined,1,1,No,Unknown bird - medium,Medium,1
2018-04-24,,UNKNOWN,,HORIZON AIR,EMB-170,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,No,Fox sparrow,Small,2-10
2021-05-01,,CHARLESTON EXECUTIVE ARPT,SC,BUSINESS,CITATION II,airplane,"5,701-27,000 kg",turbofan,2.0,Departure,,,,Destroyed,2,2,No,White-tailed deer,Large,2-10
2020-09-17,,UNKNOWN,,HORIZON AIR,EMB-170,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,No,Unknown bird,,1
2018-08-01,Day,WILMINGTON INTL,NC,BUSINESS,BE-300 KING,airplane,"2,250 kg or less",turboprop,2.0,Approach,1900.0,,Some Cloud,Undetermined,1,1,No,Black vulture,Large,1
2016-12-05,Day,MUSTANG BEACH AIRPORT,TX,BUSINESS,C-550,airplane,"5,701-27,000 kg",turbofan,2.0,Climb,,,Overcast,Destroyed,3,3,No,Redhead,Medium,2-10
2021-12-20,Night,DUBUQUE REGIONAL ARPT,IA,BUSINESS,C-525B,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,2500.0,,,Substantial,1,1,No,Geese,Large,2-10
2022-08-12,Day,GEORGETOWN MUNICIPAL ARPT,TX,BUSINESS,PA-44 SEMINOLE,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Approach,400.0,88.0,No Cloud,Minor,1,1,No,Turkey vulture,Large,1
2022-08-12,Dawn,HARRISBURG INTL,PA,DELTA AIR LINES,B-717-200,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,122.0,No Cloud,Minor,1,1,No,Unknown bird,,1
2022-08-09,Day,SALT LAKE CITY INTL,UT,UPS AIRLINES,A-300,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,,,,Undetermined,4,1,Yes,Eared grebe,Small,2-10
2022-07-14,Day,AUSTIN-BERGSTROM INTL,TX,SOUTHWEST AIRLINES,B-737-700,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,2200.0,220.0,No Cloud,Minor,1,1,No,Unknown bird - large,Large,1
2017-08-18,Day,GRAND FORKS INTL,ND,SKYWEST AIRLINES,CRJ100/200,airplane,"5,701-27,000 kg",turbofan,2.0,Climb,15.0,150.0,Some Cloud,Undetermined,7,3,No,Franklin's gull,Small,11-100
2016-12-06,Night,UNKNOWN,,BUSINESS,PA-31T CHEYENNE,airplane,"2,251-5,700 kg",turboprop,2.0,En Route,3500.0,140.0,No Cloud,Undetermined,1,1,No,Canada goose,Large,1
2007-10-03,Dawn,GENERAL MITCHELL INTL,WI,CENTRAL AIR SOUTHWEST,AERO COMMANDER 500,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Landing Roll,0.0,75.0,Some Cloud,Minor,1,1,No,Mourning dove,Small,2-10
2009-10-26,Night,UNKNOWN,,BUSINESS,AERO COMMANDER 500,airplane,"2,251-5,700 kg",reciprocating engine,2.0,En Route,5900.0,150.0,No Cloud,Minor,1,1,No,European starling,Small,1
1999-04-09,,UNKNOWN,,ATLANTIC COAST AIRLINES,CRJ100/200,airplane,"5,701-27,000 kg",turbofan,2.0,,,,,Substantial,1,1,No,Unknown bird - medium,Medium,1
2006-12-01,Night,SACRAMENTO INTL,CA,SOUTHWEST AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,1300.0,155.0,No Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,2-10
2016-06-25,Day,SOUTHWEST FLORIDA INTL ARPT,FL,SOUTHWEST AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,2500.0,240.0,Some Cloud,Minor,1,1,No,Turkey vulture,Large,1
2015-05-13,Day,WACO REGIONAL ARPT,TX,BUSINESS,GULFSTREAM G100/G150,airplane,"2,251-5,700 kg",turbofan,2.0,Climb,10.0,140.0,Overcast,Substantial,1,1,No,Unknown bird - medium,Medium,2-10
1990-09-07,Day,TED STEVENS ANCHORAGE INTL,AK,FEDEX EXPRESS,B-747-1/200,airplane,"above 272,000 kg",turbofan,4.0,Approach,,,Some Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
2017-07-09,Day,SAN FRANCISCO INTL ARPT,CA,VIRGIN AMERICA,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,1.0,,Some Cloud,Undetermined,1,1,No,Unknown bird - small,Small,1
2007-09-13,Day,AUSTIN-BERGSTROM INTL,TX,SOUTHWEST AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,1500.0,150.0,Some Cloud,Minor,2,1,No,Hawks,Medium,1
2017-11-10,,UNKNOWN,,AMERICAN AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,2,1,No,American robin,Small,1
1996-10-18,Night,MEMPHIS INTL,TN,FEDEX EXPRESS,A-300,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,1500.0,165.0,No Cloud,Substantial,2,1,No,Canada goose,Large,2-10
2018-09-19,Day,NEWARK LIBERTY INTL ARPT,NJ,UNITED AIRLINES,B-767-300,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,,,No Cloud,Undetermined,1,1,No,Osprey,Large,1
2015-09-05,Night,SALT LAKE CITY INTL,UT,AMERICAN AIRLINES,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,1800.0,129.0,No Cloud,Substantial,2,2,No,Unknown bird,,2-10
2021-02-19,Day,ST LOUIS DOWNTOWN,IL,BUSINESS,C-172,airplane,"2,250 kg or less",reciprocating engine,1.0,Landing Roll,0.0,,Some Cloud,Undetermined,1,1,No,Red-tailed hawk,Medium,1
2018-10-09,Dusk,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,JETBLUE AIRWAYS,A-320,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,80.0,Some Cloud,Undetermined,1,1,No,Herring gull,Medium,1
2002-10-07,,MIAMI INTL,FL,UNITED AIRLINES,B-767-300,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,,,,Minor,2,1,No,Unknown bird - medium,Medium,1
2017-03-13,,UNKNOWN,,SPIRIT AIRLINES,A-321,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Undetermined,1,1,No,Unknown bird,,1
1992-09-30,Day,FULTON COUNTY ARPT - BROWN FIELD,GA,BUSINESS,SABRELINER 65,airplane,"5,701-27,000 kg",turbofan,2.0,Take-off Run,0.0,120.0,No Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
1999-11-01,Day,CHICAGO O'HARE INTL ARPT,IL,UNITED AIRLINES,B-767-300,airplane,"27,001-272,000 kg",turbofan,2.0,,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
2005-11-28,Night,UNKNOWN,,KEY LIME AIR,PA-31-350,airplane,"2,251-5,700 kg",reciprocating engine,2.0,En Route,4000.0,180.0,No Cloud,Substantial,2,2,No,Geese,Large,1
1996-05-18,,DETROIT METRO WAYNE COUNTY ARPT,MI,1US AIRWAYS,B-747-400,airplane,"above 272,000 kg",turbofan,4.0,Take-off Run,0.0,,,Substantial,1,1,No,Unknown bird - medium,Medium,1
2009-11-15,Day,MIAMI INTL,FL,AMERICAN AIRLINES,B-757-200,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,300.0,135.0,No Cloud,Minor,2,1,No,Rock pigeon,Small,1
1990-09-05,Night,MUHAMMAD ALI INTERNATIONAL,KY,EASTERN AIRLINE,DC-9-50,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,140.0,No Cloud,Minor,1,1,No,Common nighthawk,Small,1
2018-04-12,,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,DELTA AIR LINES,B-757-200,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,10000.0,,,Undetermined,1,1,No,Unknown bird,,1
2020-03-29,Night,UNKNOWN,,BUSINESS,EC135,helicopter,"2,251-5,700 kg",turboshaft,2.0,En Route,1500.0,120.0,Overcast,Undetermined,2,1,No,Thrushes,Small,1
2022-04-25,Day,SEATTLE-TACOMA INTL,WA,SKYWEST AIRLINES,EMB-170,airplane,"27,001-272,000 kg",turbofan,2.0,Descent,13000.0,,,Undetermined,2,2,No,Unknown bird - large,Large,1
2021-10-17,Day,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,TX,COMMUTEAIR,EMB-145,airplane,"5,701-27,000 kg",turbofan,2.0,Approach,1500.0,150.0,Some Cloud,Undetermined,1,1,No,Black vulture,Large,1
2022-08-30,Night,CHICAGO O'HARE INTL ARPT,IL,ENVOY AIR,EMB-170,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,1500.0,210.0,No Cloud,Undetermined,1,1,No,Unknown bird - small,Small,1
2022-08-16,Day,NEWPORT NEWS/WILLIAMSBURG INTL,VA,BUSINESS,DASSAULT-900,airplane,"5,701-27,000 kg",turbofan,3.0,Take-off Run,0.0,120.0,Some Cloud,Undetermined,1,1,No,Hawks,Medium,1
2022-08-18,Dusk,TULSA INTL,OK,MARTINAIRE,C-208,airplane,"2,251-5,700 kg",turboprop,1.0,Approach,50.0,85.0,No Cloud,Minor,1,1,No,Unknown bird - small,Small,1
2022-03-22,Day,UNKNOWN,,BUSINESS,C-525B,airplane,"5,701-27,000 kg",turbofan,2.0,En Route,5600.0,250.0,No Cloud,Undetermined,1,1,No,Unknown bird - large,Large,1
2022-08-18,,UNKNOWN,,BUSINESS,CL-300,airplane,"5,701-27,000 kg",turbofan,2.0,,,,,Undetermined,1,1,No,Unknown bird,,1
